,Name,2G,3G,4G,5G,Announced,Released,Dimension,Weight,Build,Sim,Body(Other),Display Type,Display Size,Resolution,Display Protection,Display(Other),OS,Chipset,CPU,GPU,Memory(External),Memory(Internal),Main Camera,Main Camera(Features),Main Camera(Video),Front Camera,Front Camera(Features),Front Camera(Video),Headphone Jack,WiFi,Bluetooth,GPS,NFC,Radio,USB,Sensors,Battery Type,Charging,Battery Talktime,Colors,Models,SAR,SAR EU,Price,Benchmark Results,Battery Test,Rating
10,Oppo Reno11 Pro,True,True,True,True,"2024, January 12","Available. Released 2024, January 18",162.4 x 74.1 x 7.6 mm or 7.7 mm,181 g (6.38 oz),,"Dual SIM (Nano-SIM, dual stand-by)",,"AMOLED, 1B colors, 120Hz, HDR10+, 800 nits (HBM), 950 nits (peak)","6.7 inches, 108.0 cm2 (~89.8% screen-to-body ratio)","1080 x 2412 pixels, 20:9 ratio (~394 ppi density)",Asahi Glass AGC,,"Android 14, ColorOS 14",Mediatek Dimensity 8200 (4 nm),Octa-core (1x3.1 GHz Cortex-A78 & 3x3.0 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G610 MC6,No,"256GB 12GB RAM, 512GB 12GB RAM","50 MP, f/1.8, 24mm (wide), 1/1.56"", 1.0µm, multi-directional PDAF, OIS
32 MP, f/2.0, 47mm (telephoto), 1/2.74"", 0.8µm, PDAF, 2x optical zoom
8 MP, f/2.2, 16mm, 112˚ (ultrawide), 1/4.0"", 1.12µm","LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60/120/480fps, gyro-EIS, HDR","32 MP, f/2.4, 22mm (wide), 1/2.74"", 0.8µm, AF","Panorama, HDR","4K@30fps, 1080p@30fps, gyro-EIS",No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.3, A2DP, LE, aptX HD, LHDC","GPS, GLONASS, GALILEO, BDS, QZSS",Yes,No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 4600 mAh, non-removable","80W wired, PD, QC3, 45% in 10 min (advertised)
Reverse wired",,"Pearl White, Rock Grey",CPH2607,1.18 W/kg (head)     0.87 W/kg (body)     ,,"₹ 33,999",,,
11,Oppo Reno11,True,True,True,True,"2024, January 12","Available. Released 2024, January 25",162.4 x 74.3 x 7.9 mm or 8.0 mm,182 g (6.42 oz),,"Dual SIM (Nano-SIM, dual stand-by)",,"AMOLED, 1B colors, 120Hz, HDR10+, 800 nits (HBM), 950 nits (peak)","6.7 inches, 108.0 cm2 (~89.5% screen-to-body ratio)","1080 x 2412 pixels, 20:9 ratio (~394 ppi density)",Asahi Glass AGC DT-Star2,,"Android 14, ColorOS 14",Mediatek Dimensity 7050 (6 nm),Octa-core (2x2.6 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),Mali-G68 MC4,microSDXC,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM","50 MP, f/1.8, 26mm (wide), 1/1.95"", PDAF, OIS
32 MP, f/2.0, 47mm (telephoto), 1/2.74"", 0.8µm, PDAF, 2x optical zoom
8 MP, f/2.2, 16mm, 112˚ (ultrawide), 1/4.0"", 1.12µm","LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60/120/480fps, gyro-EIS","32 MP, f/2.4, 22mm (wide), 1/2.74"", 0.8µm","Panorama, HDR","4K@30fps, 1080p@30fps, gyro-EIS",No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.3, A2DP, LE, aptX HD, LHDC","GPS, GLONASS, GALILEO, BDS, QZSS",Yes,No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 5000 mAh, non-removable","67W wired, PD, QC3, 100% in 45 min (advertised)
Reverse wired",,"Wave Green, Rock Grey",CPH2599,0.97 W/kg (head)     0.61 W/kg (body)     ,,$ 447.00 / £ 268.57 / € 345.00,,,
12,Oppo Find X7 Ultra,True,True,True,True,"2024, January 08","Available. Released 2024, January 12",164.3 x 76.2 x 9.5 mm (6.47 x 3.00 x 0.37 in),221 g (7.80 oz),"Glass front (Gorilla Glass Victus 2), glass back (Gorilla Glass) or eco leather back, aluminum frame","Dual SIM (Nano-SIM, dual stand-by)",IP68 dust/water resistant (up to 1.5m for 30 min),"LTPO AMOLED, 1B colors, 120Hz, Dolby Vision, HDR10+, 1600 nits (typ), 2600 nits (HBM), 4500 nits (peak)","6.82 inches, 113.0 cm2 (~90.3% screen-to-body ratio)",1440 x 3168 pixels (~510 ppi density),Corning Gorilla Glass Victus 2,,"Android 14, ColorOS 14",Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm),Octa-core (1x3.3 GHz Cortex-X4 & 3x3.2 GHz Cortex-A720 & 2x3.0 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520),Adreno 750,No,"256GB 12GB RAM, 256GB 16GB RAM, 512GB 16GB RAM","50 MP, f/1.8, 23mm (wide), 1.0""-type, 1.6µm, multi-directional PDAF, Laser AF, OIS
50 MP, f/2.6, 65mm (periscope telephoto), 1/1.56"", 1.0µm, 2.8x optical zoom, multi-directional PDAF (25cm - ∞), OIS
50 MP, f/4.3, 135mm (periscope telephoto), 1/2.51"", 0.7µm, 6x optical zoom, dual pixel PDAF (35cm - ∞), OIS
50 MP, f/2.0, 14mm, 123˚ (ultrawide), 1/1.95"", 1.0µm, PDAF","Hasselblad Color Calibration, LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60/240fps; gyro-EIS; HDR, 10‑bit video, Dolby Vision","32 MP, f/2.4, 21mm (wide), 1/2.74"", 0.8µm, PDAF",Panorama,"4K@30/60fps, 1080p@30fps, gyro-EIS",No,"Wi-Fi 802.11 a/b/g/n/ac/6e/7, dual-band, Wi-Fi Direct","5.4, A2DP, LE, aptX HD, LHDC","GPS (L1+L5), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), GLONASS","Yes; NFC-SIM, HCE, eSE, eID",No,"USB Type-C 3.2, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum","5000 mAh, non-removable","100W wired, PD, 50% in 10 min, 100% in 26 min (advertised)
50W wireless
10W reverse wireless",,"Black, Dark Blue, Light Brown","PHY110, PHY120",,,About 770 EUR,"
AnTuTu: 1994239 (v10)
GeekBench: 6472 (v6)
3DMark Wild life: 17131 (offscreen 1440p)",,4.5
13,Oppo Find X7,True,True,True,True,"2024, January 08","Available. Released 2024, January 12",162.7 x 75.4 x 8.7 mm or 9.0 mm,202 g or 206 g (7.13 oz),"Glass front (Gorilla Glass Victus 2), glass back or eco leather back, aluminum frame","Dual SIM (Nano-SIM, dual stand-by)",IP65 dust/water resistant,"LTPO AMOLED, 1B colors, 120Hz, Dolby Vision, HDR10+, 1600 nits (typ), 2300 nits (HBM), 4500 nits (peak)","6.78 inches, 111.7 cm2 (~91.1% screen-to-body ratio)",1264 x 2780 pixels (~450 ppi density),Corning Gorilla Glass Victus 2,,"Android 14, ColorOS 14",Mediatek Dimensity 9300 (4 nm),Octa-core (1x3.25 GHz Cortex-X4 & 3x2.85 GHz Cortex-X4 & 4x2.0 GHz Cortex-A720),Immortalis-G720 MC12,No,"256GB 12GB RAM, 256GB 16GB RAM, 512GB 16GB RAM, 1TB 16GB RAM","50 MP, f/1.6, 23mm (wide), 1/1.56"", PDAF, OIS
64 MP, f/2.6, 70mm (periscope telephoto), 1/2.0"", 3x optical zoom, PDAF, OIS
50 MP, f/2.0, 15mm, 119˚ (ultrawide), PDAF","Hasselblad Color Calibration, LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60/240fps; gyro-EIS; HDR, 10‑bit video, Dolby Vision","32 MP, f/2.4, 21mm (wide), 1/2.74"", 0.8µm, PDAF",Panorama,"4K@30fps, 1080p@30fps, gyro-EIS",No,"Wi-Fi 802.11 a/b/g/n/ac/6e/7, dual-band, Wi-Fi Direct","5.4, A2DP, LE, aptX HD, LHDC","GPS (L1+L5), BDS (B1I+B1c+B2a+B2b), GALILEO (E1+E5a+E5b), QZSS (L1+L5), GLONASS","Yes; NFC-SIM, HCE, eSE, eID",No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum","5000 mAh, non-removable","100W wired, PD, 50% in 10 min, 100% in 26 min (advertised)",,"Black, Dark Blue, Light Brown, Purple",PHZ110,,,About 520 EUR,,,
14,Oppo A59,True,True,True,True,"2023, December 22","Available. Released 2023, December 25",8.1 mm thickness,187 g (6.60 oz),,"Dual SIM (Nano-SIM, dual stand-by)","IP54, dust and splash resistant","IPS LCD, 90Hz, 480 nits (typ), 600 nits (HBM)","6.56 inches, 103.4 cm2","720 x 1612 pixels, 20:9 ratio (~269 ppi density)",,,"Android 13, ColorOS 13.1",Mediatek Dimensity 6020 (7 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC,"128GB 4GB RAM, 128GB 6GB RAM","13 MP, f/2.2, 25mm (wide), PDAF
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.2, 27mm (wide)",,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","5.3, A2DP, LE","GPS, GALILEO, GLONASS, BDS",Unspecified,No,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, proximity, compass","5000 mAh, non-removable","33W wired, 52% in 30 min (advertised)",,"Silk Gold, Starry Black",,,,"₹ 12,999",,,
15,Oppo Reno11 Pro (China),True,True,True,True,"2023, November 23","Available. Released 2023, December 01",163 x 74.2 x 8.2 mm (6.42 x 2.92 x 0.32 in),190 g (6.70 oz),,"Dual SIM (Nano-SIM, dual stand-by)",,"OLED, 1B colors, 120Hz, HDR10+, 1200 nits (HBM), 1600 nits (peak)","6.74 inches, 109.2 cm2 (~90.3% screen-to-body ratio)","1240 x 2772 pixels, 20:9 ratio (~451 ppi density)",,,"Android 14, ColorOS 14",Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm),Octa-core (1x3.2 GHz Cortex-X2 & 3x2.5 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510),Adreno 730,No,"256GB 12GB RAM, 512GB 12GB RAM","50 MP, f/1.8, 24mm (wide), 1/1.56"", 1.0µm, multi-directional PDAF, OIS
32 MP, f/2.0, 47mm (telephoto), 1/2.74"", 0.8µm, PDAF, 2x optical zoom
8 MP, f/2.2, 16mm, 112˚ (ultrawide), 1/4.0"", 1.12µm","LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60/120/240fps, gyro-EIS, HDR","32 MP, f/2.4, 22mm (wide), 1/2.74"", 0.8µm, AF","Panorama, HDR","4K@30fps, 1080p@30fps, gyro-EIS",No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.3, A2DP, LE, aptX HD","GPS, GLONASS, GALILEO, BDS, QZSS","Yes, eSE, HCE, NFC-SIM, eID",No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum","Li-Po 4700 mAh, non-removable","80W wired, PD, QC3, 1-50% in 11 min, 1-100% in 27 min (advertised)
Reverse wired",,"Black, Green, Silver",PJJ110,,,About 450 EUR,,,
16,Oppo Reno11 (China),True,True,True,True,"2023, November 23","Available. Released 2023, November 25",162.4 x 74.1 x 7.6 mm (6.39 x 2.92 x 0.30 in),184 g (6.49 oz),,"Dual SIM (Nano-SIM, dual stand-by)",,"OLED, 1B colors, 120Hz, HDR10+, 800 nits (HBM), 950 nits (peak)","6.7 inches, 108.0 cm2 (~89.8% screen-to-body ratio)","1080 x 2412 pixels, 20:9 ratio (~394 ppi density)",,,"Android 14, ColorOS 14",Mediatek Dimensity 8200 (4 nm),Octa-core (1x3.1 GHz Cortex-A78 & 3x3.0 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G610 MC6,No,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM","50 MP, f/1.8, 26mm (wide), 1/1.95"", PDAF, OIS
32 MP, f/2.0, 47mm (telephoto), 1/2.74"", 0.8µm, PDAF, 2x optical zoom
8 MP, f/2.2, 16mm, 112˚ (ultrawide), 1/4.0"", 1.12µm","LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps, gyro-EIS","32 MP, f/2.4, 22mm (wide), 1/2.74"", 0.8µm, AF","Panorama, HDR","4K@30fps, 1080p@30fps, gyro-EIS",No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.4, A2DP, LE, aptX HD","GPS, GLONASS, GALILEO, BDS, QZSS","Yes, eSE, HCE, NFC-SIM, eID",No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 4800 mAh, non-removable","67W wired, PD, QC3, 1-50% in 19 min (advertised)
Reverse wired",,"Black, Green, Silver",PJH110,,,About 320 EUR,,,
17,Oppo Pad Air2,True,True,True,False,"2023, November 23","Available. Released 2023, November 27",255.1 x 188 x 6.9 mm (10.04 x 7.40 x 0.27 in),538 g (1.19 lb),,No,Stylus support,"IPS LCD, 90Hz, 400 nits (typ)","11.4 inches, 396.6 cm2 (~82.7% screen-to-body ratio)",1720 x 2408 pixels (~260 ppi density),,,"Android 13, ColorOS 13.2",Mediatek Helio G99 (6 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,No,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",8 MP,,1080p@30fps,8 MP,,1080p@30fps,No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","5.2, A2DP, LE, aptX HD",GPS,No,No,USB Type-C 2.0,"Accelerometer, proximity (accessories only), gyro, compass","Li-Po 8000 mAh, non-removable","33W wired, PD",,"Silver, Gray",,,,About 170 EUR,,,
18,Oppo A2,True,True,True,True,"2023, November 03","Available. Released 2023, November 06",165.6 x 76 x 8 mm (6.52 x 2.99 x 0.31 in),193 g (6.81 oz),,"Dual SIM (Nano-SIM, dual stand-by)","IP54, dust and splash resistant","IPS LCD, 90Hz, 680 nits (peak)","6.72 inches, 109.0 cm2 (~86.6% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~392 ppi density)",Panda glass,,"Android 13, ColorOS 13.1",Mediatek Dimensity 6020 (7 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC,"256GB 12GB RAM, 512GB 12GB RAM","50 MP, f/1.8, (wide), PDAF
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, (wide)",HDR,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","5.3, A2DP, LE, aptX HD","GPS, GALILEO, GLONASS, BDS, QZSS",No,No,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, proximity, compass","Li-Po 5000 mAh, non-removable","33W wired, 51% in 30 min (advertised)",,"Mystery Black, Glowing Green, Violet",PJB110,,,About 220 EUR,,,
19,Oppo A79,True,True,True,True,"2023, October 27","Available. Released 2023, October 28",165.6 x 76 x 8 mm (6.52 x 2.99 x 0.31 in),193 g (6.81 oz),,"Dual SIM (Nano-SIM, dual stand-by)",IPX4 splash resistant,"IPS LCD, 90Hz, 680 nits (peak)","6.72 inches, 109.0 cm2 (~86.6% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~392 ppi density)",Panda glass,,"Android 13, ColorOS 13.1",Mediatek Dimensity 6020 (7 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC,"128GB 4GB RAM, 128GB 8GB RAM, 256GB 8GB RAM","50 MP, f/1.8, (wide), PDAF
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, (wide)",HDR,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","5.3, A2DP, LE, aptX HD","GPS, GALILEO, GLONASS, BDS, QZSS",No,No,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Li-Po 5000 mAh, non-removable","33W wired, 51% in 30 min (advertised)",,"Mystery Black, Glowing Green, Dazzling Purple","CPH2553, CPH2557",1.19 W/kg (head)     1.06 W/kg (body)     ,,"₹ 14,999",,,
20,Oppo Find N3,True,True,True,True,"2023, October 19","Available. Released 2023, October 27",Unfolded: 153.4 x 143.1 x 5.8 mmFolded: 153.4 x 73.3 x 11.7 mm,239 g or 245 g (8.43 oz),"Glass front (Ceramic Guard) (folded), plastic front (unfolded), glass back or eco leather back, aluminum frame","Dual SIM (Nano-SIM, dual stand-by)",IPX4 splash resistant,"Foldable LTPO3 OLED, 1B colors, Dolby Vision, 120Hz, 2800 nits (peak)","7.82 inches, 196.7 cm2 (~89.6% screen-to-body ratio)",2268 x 2440 pixels (~426 ppi density),,"Cover display:
LTPO3 OLED, 1B colors, Dolby Vision, 120Hz, 2800 nits (peak)
6.31 inches, 1116 x 2484 pixels, 431 ppi, Ceramic Guard","Android 13, upgradable to Android 14, ColorOS 14",Qualcomm SM8550-AB Snapdragon 8 Gen 2 (4 nm),Octa-core (1x3.2 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510),Adreno 740,No,"512GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM","48 MP, f/1.7, 24mm (wide), 1/1.43"", 1.12µm, multi-directional PDAF, OIS
64 MP, f/2.6, 70mm (telephoto), 1/2.0"", 0.7µm, PDAF, OIS, 3x optical zoom
48 MP, f/2.2, 14mm, 114˚ (ultrawide), 1/2.0"", 0.8µm, PDAF","Hasselblad Color Calibration, LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60/240fps gyro-EIS, HDR10+, Dolby Vision","20MP, f/2.2, 20mm (ultrawide), 1/4.0"", 0.7µm
Cover camera:
32MP, f/2.4, 22mm (ultrawide), 1/3.14"", 0.7µm",HDR,"4K@30fps, 1080p@30fps, gyro-EIS",No,"Wi-Fi 802.11 a/b/g/n/ac/6e/7, tri-band","5.3, A2DP, LE, aptX HD","GPS (L1+L5), GLONASS (G1), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5)",Yes,No,"USB Type-C, OTG","Fingerprint (side-mounted), accelerometer, dual gyro, proximity, compass, color spectrum","Li-Po 4805 mAh, non-removable","67W wired, PD, 1-35% in 10 min
Reverse wired",,"Black, Green, Gold, Red",CPH2499,,,About 1650 EUR,"
AnTuTu: 1417837 (v10)
GeekBench: 5166 (v6)
GFXBench: 50fps (ES 3.1 onscreen)",,4.6
21,Oppo A2x,True,True,True,True,"2023, October 12","Available. Released 2023, October 16",163.8 x 75.1 x 8.1 mm (6.45 x 2.96 x 0.32 in),185 g (6.53 oz),,"Dual SIM (Nano-SIM, dual stand-by)","IP54, dust and splash resistant","IPS LCD, 90Hz, 720 nits (peak)","6.56 inches, 103.4 cm2 (~84.0% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~269 ppi density)",,,"Android 13, ColorOS 13.1",Mediatek Dimensity 6020 (7 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC,"128GB 6GB RAM, 256GB 8GB RAM, 256GB 12GB RAM","13 MP, f/2.2, (wide), AF
2 MP, f/2.4, (depth)","LED flash, panorama",1080p@30fps,"5 MP, f/2.2, (wide)",Panorama,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.3, A2DP, LE, aptX HD","GPS, GALILEO, GLONASS, BDS, QZSS",No,No,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, proximity, compass","Li-Po 5000 mAh, non-removable",10W wired,,"Black, Gold, Purple",PJU110,,,About 150 EUR,,,
22,Oppo A18,True,True,True,False,"2023, September 27","Available. Released 2023, October 05",163.7 x 75 x 8.2 mm (6.44 x 2.95 x 0.32 in),188 g (6.63 oz),,"Dual SIM (Nano-SIM, dual stand-by)","IP54, dust and splash resistant","IPS LCD, 90Hz, 720 nits (peak)","6.56 inches, 103.4 cm2 (~84.2% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~269 ppi density)",,,"Android 13, upgradable to Android 14, ColorOS 14",Mediatek MT6769 Helio G85 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,microSDXC,"64GB 4GB RAM, 128GB 4GB RAM","8 MP, f/2.0, (wide), AF
2 MP, f/2.4, (depth)","LED flash, panorama",1080p@30fps,"5 MP, f/2.2, (wide)",Panorama,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","5.3, A2DP, LE, aptX HD","GPS, GALILEO, GLONASS, BDS, QZSS",No,No,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, proximity, compass","Li-Po 5000 mAh, non-removable",,,"Glowing Black, Glowing Blue",CPH2591,,,"₹ 8,999",,,
23,Oppo A2 Pro,True,True,True,True,"2023, September 15","Available. Released 2023, September 22",162.7 x 74.3 x 8 mm (6.41 x 2.93 x 0.31 in),183 g or 185 g (6.46 oz),,"Dual SIM (Nano-SIM, dual stand-by)","IP54, dust and splash resistant","AMOLED, 1B colors, 120Hz, 500 nits (typ), 800 nits (HBM), 950 nits (peak)","6.7 inches, 108.0 cm2 (~89.4% screen-to-body ratio)","1080 x 2412 pixels, 20:9 ratio (~394 ppi density)",,,"Android 13, ColorOS 13.1",Mediatek Dimensity 7050 (6 nm),Octa-core (2x2.6 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),Mali-G68 MC4,No,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM","64 MP, f/1.7, 25mm (wide), 1/2.0"", 0.7µm, PDAF
2 MP, f/2.4, (depth)","LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps, gyro-EIS","8 MP, f/2.0, (wide)",,1080p@30fps,No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band","5.3, A2DP, LE, aptX HD","GPS, GLONASS, GALILEO, BDS, QZSS",Unspecified,No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 5000 mAh, non-removable","67W wired, PD, 54% in 20 min (advertised)
Reverse wired",,"Black, Purple, Brown",PJG110,,,About 240 EUR,,,
24,Oppo A38,True,True,True,False,"2023, September 04","Available. Released 2023, September",163.7 x 75 x 8.2 mm (6.44 x 2.95 x 0.32 in),190 g (6.70 oz),,"Dual SIM (Nano-SIM, dual stand-by)","IP54, dust and splash resistant","IPS LCD, 90Hz, 720 nits (peak)","6.56 inches, 103.4 cm2 (~84.2% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~269 ppi density)",,,"Android 13, upgradable to Android 14, ColorOS 14",Mediatek MT6769 Helio G85 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,microSDXC,"128GB 4GB RAM, 128GB 6GB RAM","50 MP, f/1.8, (wide), PDAF
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"5 MP, f/2.2, (wide)",,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","5.3, A2DP, LE, aptX HD","GPS, GALILEO, GLONASS, BDS, QZSS",Yes (market/region dependent),No,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, proximity, compass","Li-Po 5000 mAh, non-removable","33W wired, PD, 50% in 30 min (advertised)",,"Glowing Black, Glowing Gold",CPH2579,,,"$ 259.00 / € 108.73 / ₹ 9,999",,,
25,Oppo Watch SE,True,True,True,False,"2023, August 29","Available. Released 2023, September",43 x 37 x 11.7 mm (1.69 x 1.46 x 0.46 in),31 g (1.09 oz),,eSIM (market/region dependent),5ATM water resistant,AMOLED,1.75 inches,372 x 430 pixels (~325 ppi density),,,ColorOS Watch 3.0 - China,Qualcomm Snapdragon Wear 4100 (12 nm),Quad-core 1.7 GHz Cortex-A53,Adreno 504,No,8GB 1GB RAM,No,,,,,,No,Wi-Fi 802.11 b/g/n,"5.0, A2DP, LE","GPS, GLONASS, GALILEO, BDS",Yes,No,No,"Accelerometer, gyro, heart rate, compass, barometer, SpO2","Li-Ion 400 mAh, non-removable",,,"Gray, Purple, Brown",,,,About 130 EUR,,,
26,Oppo Watch 4 Pro,True,True,True,False,"2023, August 29","Available. Released 2023, September 08",50.1 x 38.3 x 12.9 mm (1.97 x 1.51 x 0.51 in),52.3 g (1.83 oz),"Glass front, stainless steel frame",eSIM (market/region dependent),"5ATM water resistant
ECG certified",LTPO AMOLED,1.91 inches,378 x 496 pixels (~327 ppi density),,Always-on display,ColorOS Watch 3.0 - China,Qualcomm Snapdragon W5+ Gen 1 (4 nm),Quad-core 1.7 GHz Cortex-A53,Adreno A702,No,32GB 2GB RAM,No,,,,,,No,Wi-Fi 802.11 a/b/g/n,"5.0, A2DP, LE","GPS, GLONASS, BDS, GALILEO, QZSS",Yes,No,No,"Accelerometer, gyro, heart rate, compass, barometer, SpO2, thermometer (skin temperature)","Li-Ion 570 mAh, non-removable",,,"Black, Silver",,,,About 290 EUR,,,
27,Oppo Find N3 Flip,True,True,True,True,"2023, August 29","Available. Released 2023, September 08",Unfolded: 166.4 x 75.8 x 7.8 mm Folded: 85.5 x 75.8 x 16.5 mm,198 g (6.98 oz),"Plastic front (unfolded), glass back (unfolded), aluminum frame","Dual SIM (Nano-SIM, dual stand-by)",IPX4 splash resistant,"Foldable LTPO AMOLED, 120Hz, HDR10+, 1200 nits (HBM), 1600 nits (peak)","6.8 inches, 108.0 cm2 (~85.6% screen-to-body ratio)","1080 x 2520 pixels, 21:9 ratio (~403 ppi density)",,"Cover display:
AMOLED, Corning Gorilla Glass Victus
3.26 inches, 382 x 720 pixels, 250 ppi
800 nits (HBM), 900 nits (peak)","Android 13, upgradable to Android 14, ColorOS 14",Mediatek Dimensity 9200 (4 nm),Octa-core (1x3.05 GHz Cortex-X3 & 3x2.85 GHz Cortex-A715 & 4x1.80 GHz Cortex-A510),Immortalis-G715 MC11,No,"256GB 12GB RAM, 512GB 12GB RAM","50 MP, f/1.8, 24mm (wide), 1/1.56"", 1.0µm, multi-directional PDAF, OIS
32 MP, f/2.0, 47mm (telephoto), 2x optical zoom, PDAF
48 MP, f/2.2, 14mm, 114˚ (ultrawide), AF","LED flash, HDR, panorama","4K@30fps, 1080p@30/60/240fps; gyro-EIS","32 MP, f/2.4, 21mm (wide), 1/2.74"", 0.8µm, AF","HDR, panorama","4K@30fps, 1080p@30; gyro-EIS",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct - InternationalWi-Fi 802.11 a/b/g/n/ac/6/7, tri-band, Wi-Fi Direct - China only","5.3, A2DP, LE, aptX HD","GPS (L1+L5), GLONASS (L1), BDS (B1I+B1C+B2a+B2b), GALILEO (E1+E5a+E5b), QZSS (L1+L5)",Yes (market/region dependent),No,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Li-Po 4300 mAh, non-removable","44W wired, 50% in 23 min (advertised)
Reverse wired",,"Cream Gold, Misty Pink, Sleek Black","PHT110, CPH2519",,,"$ 999.00 / ₹ 79,999","
AnTuTu: 949796 (v9), 1040608 (v10)
GeekBench: 3924 (v5.5), 4601 (v6.0)
GFXBench: 60fps (ES 3.1 onscreen)",Endurance rating 92h,4.3
