,Name,2G,3G,4G,5G,Announced,Released,Dimension,Weight,Build,Sim,Body(Other),Display Type,Display Size,Resolution,Display Protection,Display(Other),OS,Chipset,CPU,GPU,Memory(External),Memory(Internal),Main Camera,Main Camera(Features),Main Camera(Video),Front Camera,Front Camera(Features),Front Camera(Video),Headphone Jack,WiFi,Bluetooth,GPS,NFC,Radio,USB,Sensors,Battery Type,Charging,Battery Talktime,Colors,Models,SAR,SAR EU,Price,Benchmark Results,Battery Test,Rating
67,vivo Y27,True,True,True,False,"2023, July 20","Available. Released 2023, July 20",164.1 x 76.2 x 8.1 mm (6.46 x 3.00 x 0.32 in),190 g (6.70 oz),"Glass front, plastic frame, plastic back","Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD, 600 nits (peak)","6.64 inches, 106.8 cm2 (~85.4% screen-to-body ratio)",1080 x 2388 pixels (~395 ppi density),,,"Android 13, Funtouch 13",Mediatek MT6769 Helio G85 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,No,128GB 6GB RAM,"50 MP, f/1.8, (wide), PDAF
2 MP, f/2.4, (depth)","LED flash, panorama",1080p@30fps,"8 MP, f/2.0, (wide)",,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","5.0, A2DP, LE","GPS, GLONASS, GALILEO, BDS",No,No,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, proximity, compass","5000 mAh, non-removable","44W wired, 29% in 15 min (advertised)
Reverse wired",,"Burgundy Black, Sea Blue",V2249,,,About 140 EUR,,,
68,vivo Y02t,True,True,True,False,"2023, July 12","Available. Released 2023, July 22",164 x 75.6 x 8.5 mm (6.46 x 2.98 x 0.33 in),186 g (6.56 oz),"Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)",,IPS LCD,"6.51 inches, 102.3 cm2 (~82.5% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)",,,"Android 13, Funtouch 13",Mediatek MT6765 Helio P35 (12 nm),Octa-core (4x2.35 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),PowerVR GE8320,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM","8 MP, f/2.0",LED flash,1080p@30fps,"5 MP, f/2.2",,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","5.0, A2DP, LE","GPS, GLONASS, GALILEO, BDS, QZSS",No,FM radio,"microUSB 2.0, OTG","Accelerometer, gyro, proximity, compass (market/region dependent)","5000 mAh, non-removable","10W wired
5W reverse wired",,"Orchid Blue, Cosmic Grey, Sunset Gold","V2254, V2252",,,,,,
69,vivo iQOO 11S,True,True,True,True,"2023, July 04","Available. Released 2023, July 10",164.9 x 77.1 x 8.4 mm or 8.7 mm,207 g or 210 g (7.30 oz),,"Dual SIM (Nano-SIM, dual stand-by)",,"LTPO4 AMOLED, 1B colors, 144Hz, HDR10+, 1800 nits (peak)","6.78 inches, 111.0 cm2 (~87.3% screen-to-body ratio)","1440 x 3200 pixels, 20:9 ratio (~518 ppi density)",Corning Gorilla Glass Victus,,"Android 13, OriginOS 3 (China)",Qualcomm SM8550-AB Snapdragon 8 Gen 2 (4 nm),Octa-core (1x3.2 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510),Adreno 740,No,"256GB 12GB RAM, 256GB 16GB RAM, 512GB 16GB RAM, 1TB 16GB RAM","50 MP, f/1.9, 23mm (wide), 1/1.49"", 1.0µm, PDAF, OIS
13 MP, f/2.5, 47mm (telephoto), PDAF, 2x optical zoom
8 MP, f/2.2, 16mm (ultrawide)","Dual-LED flash, HDR, panorama","8K@30fps, 4K@30/60fps, 1080p@30/60/120/240fps, gyro-EIS","16 MP, f/2.5, (wide)",HDR,"1080p@30fps, gyro-EIS",No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.3, A2DP, LE, aptX HD, aptX Adaptive, aptX Lossless","GPS, GLONASS, GALILEO, BDS, NavIC",Yes,No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","4700 mAh, non-removable","200W wired, PD3.0, UFCS",,"Black, Sky Blue, Legendary White (BMW M branding)",V2304A,,,About 500 EUR,,,
70,vivo iQOO Neo 7 Pro,True,True,True,True,"2023, July 04","Available. Released 2023, July 15",164.8 x 76.9 x 8.5 mm or 8.9 mm,197 g or 202 g (6.95 oz),"Glass front, plastic frame, glass or leather back","Dual SIM (Nano-SIM, dual stand-by)",,"AMOLED, 1B colors, 120Hz, HDR10+, 1300 nits (peak)","6.78 inches, 111.0 cm2 (~87.6% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~388 ppi density)",,,"Android 13, Funtouch 13",Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm),Octa-core (1x3.19 GHz Cortex-X2 & 3x2.75 GHz Cortex-A710 & 4x2.0 GHz Cortex-A510),Adreno 730,No,"128GB 8GB RAM, 256GB 12GB RAM","50 MP, f/1.9, 24mm (wide), 1/1.57"", 1.0µm, PDAF, OIS
8 MP, f/2.2, 16mm (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)","LED flash, HDR, panorama","4K@30fps, 1080p@30fps","16 MP, f/2.5, (wide), 1/3.1"", 1.0µm",HDR,1080p@30fps,No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.3, A2DP, LE, aptX HD, aptX Adaptive","GPS, GLONASS, GALILEO, BDS, QZSS, NavIC",No,No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","5000 mAh, non-removable","120W wired, 50% in 8 min (advertised)",,"Fearless Flame, Dark Storm",I2217,,,About 380 EUR,,,
71,vivo X90s,True,True,True,True,"2023, June 26","Available. Released 2023, June 30",164.1 x 74.4 x 8.5 mm or 8.9 mm,197.5 / 201.5 / 202.2 / 203.5 g (6.98 oz),"Glass front, glass back or eco leather back","Dual SIM (Nano-SIM, dual stand-by)",IP64 dust/water resistant,"AMOLED, 1B colors, 120Hz, HDR10+, 1300 nits (peak)","6.78 inches, 111.0 cm2 (~90.9% screen-to-body ratio)","1260 x 2800 pixels, 20:9 ratio (~453 ppi density)",,,"Android 13, OriginOS 3",Mediatek Dimensity 9200+ (4 nm),Octa-core (1x3.35 GHz Cortex-X3 & 3x3.0 GHz Cortex-A715 & 4x2.0 GHz Cortex-A510),Immortalis-G715 MC11,No,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM","50 MP, f/1.8, (wide), 1/1.49"", 1.0µm, PDAF, Laser AF, OIS
12 MP, f/2.0, 50mm (telephoto), 1/2.93"", 1.22µm, AF, 2x optical zoom
12 MP, f/2.0, 16mm (ultrawide), 1/2.93"", 1.22µm, AF","Zeiss optics, Zeiss T* lens coating, Pixel Shift, dual-LED dual-tone flash, HDR, panorama","4K@30/60fps, 1080p@30/60fps, gyro-EIS","32 MP, f/2.5, 24mm (wide), 1/2.8"", 0.8µm",HDR,1080p@30/60fps,No,"Wi-Fi 802.11 a/b/g/n/ac/6/7, tri-band","5.3, A2DP, LE, aptX HD","GPS (L1+L5), GLONASS (G1), BDS (B1I+B2a+B2c), GALILEO (E1+E5a), QZSS (L1+L5), NavIC (L5)",Yes,No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum","4810 mAh, non-removable","120W wired, 50% in 8 min (advertised)
Reverse wired",,"Black, White, Red, Green",V2241HA,,,About 510 EUR,,,
72,vivo Y36 (India),True,True,True,False,"2023, June 22","Available. Released 2023, June 22",164.1 x 76.2 x 8.2 mm (6.46 x 3.00 x 0.32 in),202 g (7.13 oz),"Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","IP54, dust and splash resistant","IPS LCD, 90Hz, 650 nits (peak)","6.64 inches, 106.8 cm2 (~85.4% screen-to-body ratio)",1080 x 2388 pixels (~395 ppi density),,,"Android 13, Funtouch 13",Qualcomm SM6225 Snapdragon 680 4G (6 nm),Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver),Adreno 610,microSDXC (dedicated slot),128GB 8GB RAM,"50 MP, f/1.8, (wide), PDAF
2 MP, f/2.4, (depth)",LED flash,1080p@30fps,"16 MP, f/2.0, (wide)",,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","5.1, A2DP, LE","GPS, GLONASS, GALILEO, BDS, QZSS",No,FM radio,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, proximity, gyro, compass","5000 mAh, non-removable","44W wired, 30% in 15 min (advertised)
Reverse wired",,"Meteor Black, Vibrant Gold",,,,About 190 EUR,,,
73,vivo Y36 5G,True,True,True,True,"2023, May 27","Available. Released 2023, June 13",164.1 x 76.2 x 8.1 mm (6.46 x 3.00 x 0.32 in),190 g (6.70 oz),"Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","IP54, dust and splash resistant","IPS LCD, 90Hz, 650 nits (peak)","6.64 inches, 106.8 cm2 (~85.4% screen-to-body ratio)",1080 x 2388 pixels (~395 ppi density),,,"Android 13, Funtouch 13",Mediatek Dimensity 6020 (7 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,Unspecified,256GB 8GB RAM,"50 MP, f/1.8, (wide), PDAF
2 MP, f/2.4, (depth)",LED flash,1080p@30fps,"16 MP, f/2.5, (wide)",,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","5.1, A2DP, LE","GPS, GLONASS, GALILEO, BDS, QZSS",Yes (market/region dependent),FM radio,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, proximity, gyro, compass","5000 mAh, non-removable","44W wired, 30% in 15 min (advertised)
Reverse wired",,"Crystal Green, Mystic Black",V2248,,,About 220 EUR,,,
74,vivo Y36,True,True,True,False,"2023, May 27","Available. Released 2023, May 27",164.1 x 76.2 x 8.1 mm (6.46 x 3.00 x 0.32 in),202 g (7.13 oz),"Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","IP54, dust and splash resistant","IPS LCD, 90Hz, 650 nits (peak)","6.64 inches, 106.8 cm2 (~85.4% screen-to-body ratio)",1080 x 2388 pixels (~395 ppi density),,,"Android 13, Funtouch 13",Qualcomm SM6225 Snapdragon 680 4G (6 nm),Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver),Adreno 610,microSDXC (dedicated slot),"128GB 4GB RAM, 128GB 8GB RAM, 256GB 8GB RAM","50 MP, f/1.8, (wide), PDAF
2 MP, f/2.4, (depth)
2 MP, f/2.4, (macro)
* the macro camera availability is market/region dependent",LED flash,1080p@30fps,"16 MP, f/2.5, (wide)",,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","5.1, A2DP, LE","GPS, GLONASS, GALILEO, BDS, QZSS",Yes (market/region dependent),FM radio,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, proximity, gyro, compass","5000 mAh, non-removable","44W wired, 30% in 15 min (advertised)
Reverse wired",,"Meteor Black, Gold, Aqua Glitter",V2247,,,About 200 EUR,,,
75,vivo V29 Lite,True,True,True,True,"2023, June 02","Available. Released 2023, June 15",164.3 x 74.8 x 7.9 mm (6.47 x 2.94 x 0.31 in),177 g (6.24 oz),"Glass front, plastic frame, plastic back","Dual SIM (Nano-SIM, dual stand-by)","IP54, dust and splash resistant","AMOLED, 120Hz, 1300 nits (peak)","6.78 inches, 111.0 cm2 (~90.3% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~388 ppi density)",,,"Android 13, Funtouch 13",Qualcomm SM6375 Snapdragon 695 5G (6 nm),Octa-core (2x2.2 GHz Kryo 660 Gold & 6x1.7 GHz Kryo 660 Silver),Adreno 619,No,"128GB 8GB RAM, 256GB 12GB RAM","64 MP, f/1.8, (wide), PDAF, OIS
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"16 MP, f/2.5, (wide)",,1080p@30/60fps,No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","5.1, A2DP, LE","GPS (L1), GLONASS (G1), BDS (B1I+B1c), GALILEO (E1), QZSS (L1)",Yes,No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","5000 mAh, non-removable",44W wired,,"Black, Gold",V2244,,,About 360 EUR,,,
76,vivo S17 Pro,True,True,True,True,"2023, May 31","Available. Released 2023, June 08",164.2 x 74.4 x 7.5 mm (6.46 x 2.93 x 0.30 in),188 g (6.63 oz),,"Dual SIM (Nano-SIM, dual stand-by)",,"AMOLED, 1B colors, 120Hz, HDR10+, 1300 nits (peak)","6.78 inches, 111.5 cm2 (~91.2% screen-to-body ratio)","1260 x 2800 pixels, 20:9 ratio (~452 ppi density)",,,"Android 13, OriginOS 3",Mediatek Dimensity 8200 (4 nm),Octa-core (1x3.1 GHz Cortex-A78 & 3x3.0 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G610 MC6,No,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM","50 MP, f/1.9, (wide), 1/1.56"", 1.0µm, PDAF, OIS
12 MP, f/2.0, (telephoto), PDAF, 2x optical zoom
8 MP, f/2.2, (ultrawide)","Ring-LED flash, panorama, HDR","4K@30fps, 1080p@30fps","50 MP, f/2.0, 22mm (wide), AF","Dual-LED flash, HDR",1080p@30fps,No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.3, A2DP, LE, aptX HD","GPS (L1), GLONASS (G1), BDS (B1I), GALILEO (E1), QZSS (L1)",Yes,No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum","4600 mAh, non-removable","80W wired, 70% in 30 min (advertised)",,"Black, Blue, Silver",V2284A,,,About 410 EUR,,,
77,vivo S17,True,True,True,True,"2023, May 31","Available. Released 2023, June 08",164.2 x 74.4 x 7.5 mm (6.46 x 2.93 x 0.30 in),186 g (6.56 oz),,"Dual SIM (Nano-SIM, dual stand-by)",,"AMOLED, 1B colors, 120Hz, HDR10+, 1300 nits (peak)","6.78 inches, 111.0 cm2 (~90.8% screen-to-body ratio)","1260 x 2800 pixels, 20:9 ratio (~453 ppi density)",,,"Android 13, OriginOS 3",Qualcomm SM7325-AE Snapdragon 778G+ 5G (6 nm),Octa-core (1x2.5 GHz Cortex-A78 & 3x2.4 GHz Cortex-A78 & 4x1.9 GHz Cortex-A55),Adreno 642L,No,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM","50 MP, f/1.9, (wide), 1/1.56"", 1.0µm, PDAF, OIS
8 MP, f/2.2, (ultrawide)","Ring-LED flash, panorama, HDR","4K@30fps, 1080p@30fps","50 MP, f/2.0, 22mm (wide), AF","Dual-LED flash, HDR",1080p@30fps,No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.2, A2DP, LE, aptX HD, aptX Adaptive","GPS (L1), GLONASS (G1), BDS (B1I), GALILEO (E1), QZSS (L1)",Yes,No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum","4600 mAh, non-removable","80W wired, 70% in 30 min (advertised)",,"Black, Blue, Pink",V2283A,,,About 330 EUR,,,
78,vivo S17t,True,True,True,True,"2023, May 31","Available. Released 2023, June 08",164.2 x 74.4 x 7.5 mm (6.46 x 2.93 x 0.30 in),186 g (6.56 oz),,"Dual SIM (Nano-SIM, dual stand-by)",,"AMOLED, 1B colors, 120Hz, HDR10+, 1300 nits (peak)","6.78 inches, 111.0 cm2 (~90.8% screen-to-body ratio)","1260 x 2800 pixels, 20:9 ratio (~453 ppi density)",,,"Android 13, OriginOS 3",Mediatek Dimensity 8050 (6 nm),Octa-core (1x3.0 GHz Cortex-A78 & 3x2.6 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G77 MC9,No,512GB 12GB RAM,"50 MP, f/1.9, (wide), 1/1.56"", 1.0µm, PDAF, OIS
8 MP, f/2.2, (ultrawide)","Ring-LED flash, panorama, HDR","4K@30fps, 1080p@30fps","50 MP, f/2.0, 22mm (wide), AF","Dual-LED flash, HDR",1080p@30fps,No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.2, A2DP, LE, aptX HD","GPS (L1), GLONASS (G1), BDS (B1I), GALILEO (E1), QZSS (L1)",Yes,No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum","4600 mAh, non-removable","80W wired, 70% in 30 min (advertised)",,"Black, Blue, Pink",,,,About 400 EUR,,,
79,vivo Y35+,True,True,True,True,"2023, May 29","Available. Released 2023, May 29",164.1 x 76.2 x 8.1 mm (6.46 x 3.00 x 0.32 in),190 g (6.70 oz),"Glass front, plastic frame, plastic back","Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD, 550 nits (typ)","6.64 inches, 106.8 cm2 (~85.4% screen-to-body ratio)",1080 x 2388 pixels (~395 ppi density),,,"Android 13, OriginOS 3",Mediatek Dimensity 6020 (7 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,No,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM","50 MP, f/1.8, (wide), PDAF
VGA",LED flash,1080p@30fps,"8 MP, f/2.0, (wide)",,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","5.1, A2DP, LE, aptX HD","GPS (L1), GLONASS (G1), BDS (B1I), GALILEO (E1), QZSS (L1)",No,No,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, proximity, compass","5000 mAh, non-removable","15W wired
Reverse wired",,"Black, Blue, Violet",,,,About 240 EUR,,,
80,vivo Y78,True,True,True,True,"2023, May 29","Available. Released 2023, June 10",164.3 x 74.8 x 7.9 mm (6.47 x 2.94 x 0.31 in),177 g (6.24 oz),"Glass front, plastic frame, plastic back","Dual SIM (Nano-SIM, dual stand-by)","IP54, dust and splash resistant","AMOLED, 120Hz, 1300 nits (peak)","6.78 inches, 111.0 cm2 (~90.3% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~388 ppi density)",,,"Android 13, Funtouch 13",Qualcomm SM6375 Snapdragon 695 5G (6 nm),Octa-core (2x2.2 GHz Kryo 660 Gold & 6x1.7 GHz Kryo 660 Silver),Adreno 619,No,256GB 8GB RAM,"64 MP, f/1.8, (wide), PDAF, OIS
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"16 MP, f/2.5, (wide)",,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","5.1, A2DP, LE","GPS (L1), GLONASS (G1), BDS (B1I+B1c), GALILEO (E1), QZSS (L1)",Yes,No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","5000 mAh, non-removable",44W wired,,"Flare Black, Dreamy Gold",,,,,,,
81,vivo S17e,True,True,True,True,"2023, May 24","Available. Released 2023, May 24",164.2 x 74.9 x 7.4 mm (6.46 x 2.95 x 0.29 in),178 g (6.28 oz),"Glass front, plastic frame, glass back","Dual SIM (Nano-SIM, dual stand-by)",,"AMOLED, 1B colors, 120Hz, HDR10, 1300 nits (peak)","6.78 inches, 111.0 cm2 (~90.2% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~388 ppi density)",,,"Android 13, OriginOS 3",Mediatek Dimensity 7200 (4 nm),Octa-core (2x2.8 GHz Cortex-A715 & 6x Cortex-A510),Mali-G610 MC4,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM","64 MP, f/1.8, (wide), PDAF, OIS
2 MP, f/2.4, (depth)","Ring-LED flash, panorama, HDR","4K@30fps, 1080p@30fps","16 MP, f/2.5, (wide)",HDR,1080p@30fps,No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.3, A2DP, LE, aptX HD","GPS, GLONASS, GALILEO, BDS, NavIC",Yes,No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","4600 mAh, non-removable","66W wired, 50% in 20 min (advertised)",,"Black, Mint",V2285A,,,About 280 EUR,,,
82,vivo iQOO Neo8 Pro,True,True,True,True,"2023, May 23","Available. Released 2023, May 23",164.7 x 77 x 8.5 mm (6.48 x 3.03 x 0.33 in),192 g (6.77 oz),"Glass front, plastic frame, glass or leather back","Dual SIM (Nano-SIM, dual stand-by)",,"AMOLED, 1B colors, 144Hz, HDR10, 1300 nits (peak)","6.78 inches, 111.0 cm2 (~87.5% screen-to-body ratio)","1260 x 2800 pixels, 20:9 ratio (~453 ppi density)",,,"Android 13, Funtouch 13 or OriginOS 3 (China)",Mediatek Dimensity 9200+ (4 nm),Octa-core (1x3.35 GHz Cortex-X3 & 3x3.0 GHz Cortex-A715 & 4x2.0 GHz Cortex-A510),Immortalis-G715 MC11,Unspecified,"256GB 16GB RAM, 512GB 16GB RAM, 1TB 16GB RAM","50 MP, f/1.9, (wide), 1/1.49"", 1.0µm, PDAF, OIS
8 MP, f/2.2, 114˚ (ultrawide)","LED flash, HDR, panorama","8K@30fps, 4K@30/60fps, 1080p@30/60fps, gyro-EIS","16 MP, f/2.5, (wide)",,1080p@30fps,No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.3, A2DP, LE, aptX HD, aptX Adaptive","GPS, GLONASS, GALILEO, BDS, QZSS",Yes,Unspecified,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","5000 mAh, non-removable","120W wired, 50% in 9 min (advertised)",,"Red, Mint, Black",,,,About 430 EUR,,,
83,vivo iQOO Neo8,True,True,True,True,"2023, May 23","Available. Released 2023, May 23",164.7 x 77 x 8.5 mm (6.48 x 3.03 x 0.33 in),192 g (6.77 oz),"Glass front, plastic frame, glass or leather back","Dual SIM (Nano-SIM, dual stand-by)",,"AMOLED, 1B colors, 144Hz, HDR10, 1300 nits (peak)","6.78 inches, 111.0 cm2 (~87.5% screen-to-body ratio)","1260 x 2800 pixels, 20:9 ratio (~453 ppi density)",,,"Android 13, Funtouch 13 or OriginOS 3 (China)",Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm),Octa-core (1x3.0 GHz Cortex-X2 & 3x2.5 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510),Adreno 730,Unspecified,"256GB 12GB RAM, 512GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM","50 MP, f/1.9, (wide), PDAF, OIS
2 MP, f/2.4, (depth)","LED flash, HDR, panorama","8K@30fps, 4K@30/60fps, 1080p@30/60fps, gyro-EIS","16 MP, f/2.5, (wide)",,1080p@30fps,No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.3, A2DP, LE, aptX HD, aptX Adaptive, aptX Lossless","GPS, GLONASS, GALILEO, BDS, QZSS",Yes,Unspecified,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","5000 mAh, non-removable","120W wired, 50% in 9 min (advertised)",,"Red, Mint, Black",V2301A,,,About 330 EUR,,,
84,vivo iQOO Pad,True,True,True,False,"2023, May 23","Available. Released 2023, May 23",266 x 191.6 x 6.6 mm (10.47 x 7.54 x 0.26 in),585 g (1.29 lb),"Glass front, aluminum back, aluminum frame",No,Stylus support,"IPS LCD, 1B colors, 144Hz, HDR10, 600 nits","12.1 inches, 444.4 cm2 (~87.2% screen-to-body ratio)",1968 x 2800 pixels (~283 ppi density),,,"Android 13, OriginOS 3",Mediatek Dimensity 9000+ (4 nm),Octa-core (1x3.2 GHz Cortex-X2 & 3x2.85 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510),Mali-G710 MC10,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM","13 MP, f/2.2, 21mm, 112˚ (ultrawide), 1.12µm, AF
2 MP, f/2.4, (macro)","LED flash, panorama","4K@30fps, 1080p@30fps","8 MP, f/2.0, (wide), 1/4.0"", 1.12µm",,1080p@30fps,No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.3, A2DP, LE",No,Yes,No,"USB Type-C 3.2, OTG, DisplayPort, magnetic connector","Accelerometer, gyro, proximity, compass","10000 mAh, non-removable","44W wired, PD
5W reverse wired",,Gray,,,,About 340 EUR,,,
85,vivo iQOO Z7s,True,True,True,True,"2023, May 22","Available. Released 2023, May 22",158.9 x 73.5 x 7.8 mm (6.26 x 2.89 x 0.31 in),172 g (6.07 oz),,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IP54, dust and splash resistant","AMOLED, 90Hz, 1300 nits (peak)","6.38 inches, 98.3 cm2 (~84.1% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~413 ppi density)",Schott Xensation glass,,"Android 13, Funtouch 13",Qualcomm SM6375 Snapdragon 695 5G (6 nm),Octa-core (2x2.2 GHz Kryo 660 Gold & 6x1.7 GHz Kryo 660 Silver),Adreno 619,microSDXC (uses shared SIM slot),"128GB 6GB RAM, 128GB 8GB RAM","64 MP, (wide), 1/1.97"", 0.7µm, PDAF, OIS
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"16 MP, f/2.0, (wide)",,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.1, A2DP, LE","GPS, GLONASS, GALILEO, BDS, QZSS",No,Unspecified,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","4500 mAh, non-removable","44W wired, 1-50% in 24 min (advertised)",,"Norway Blue, Pacific Night",I2223,1.15 W/kg (head)     0.84 W/kg (body)     ,,About 220 EUR,,,
86,vivo Y78 (China),True,True,True,True,"2023, May 10","Available. Released 2023, May 13",164.1 x 76.2 x 8 mm (6.46 x 3.00 x 0.31 in),190 g (6.70 oz),"Glass front, plastic frame, plastic back","Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD, 120Hz, HDR10","6.64 inches, 106.8 cm2 (~85.4% screen-to-body ratio)",1080 x 2388 pixels (~395 ppi density),,,"Android 13, OriginOS 3",Mediatek Dimensity 7020 (6 nm),Octa-core (2x2.2 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),IMG BXM-8-256,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM","50 MP, f/1.8, (wide), PDAF
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, (wide)",,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.3, A2DP, LE, aptX HD","GPS (L1), GLONASS (G1), BDS (B1I), GALILEO (E1), QZSS (L1)",No,No,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, proximity, compass","5000 mAh, non-removable",44W wired,,"Black, Blue, Gold",,,,About 180 EUR,,,
